date,weekday,touch,touch_time,touch_timeframe,snap_back,tmo
2025-01-08,Wednesday,True,2025-01-08 09:00:00-05:00,1H,True,21393.75
2025-01-09,Thursday,True,2025-01-09 09:00:00-05:00,1H,False,21310.25
2025-01-10,Friday,False,,,False,21302.75
2025-01-13,Monday,True,2025-01-13 12:00:00-05:00,1H,False,20897.5
2025-01-14,Tuesday,True,2025-01-14 09:00:00-05:00,1H,True,21043.75
2025-01-15,Wednesday,False,,,False,20944.5
2025-01-16,Thursday,True,2025-01-16 09:00:00-05:00,1H,True,21390.0
2025-01-17,Friday,False,,,False,21289.5
2025-01-20,Monday,False,,,False,21565.0
2025-01-21,Tuesday,True,2025-01-21 09:00:00-05:00,1H,True,21607.75
2025-01-22,Wednesday,False,,,False,21869.0
2025-01-23,Thursday,True,2025-01-23 11:00:00-05:00,1H,False,21963.5
2025-01-24,Friday,True,2025-01-24 09:00:00-05:00,1H,True,21995.25
2025-01-27,Monday,False,,,False,21497.25
2025-01-28,Tuesday,True,2025-01-28 09:00:00-05:00,1H,True,21300.75
2025-01-29,Wednesday,True,2025-01-29 09:00:00-05:00,1H,False,21597.0
2025-01-30,Thursday,True,2025-01-30 09:00:00-05:00,1H,True,21660.0
2025-01-31,Friday,False,,,False,21730.75
2025-02-03,Monday,False,,,False,21019.0
2025-02-04,Tuesday,True,2025-02-04 09:00:00-05:00,1H,False,21449.25
2025-02-05,Wednesday,True,2025-02-05 09:00:00-05:00,1H,True,21561.75
2025-02-06,Thursday,True,2025-02-06 09:00:00-05:00,1H,True,21804.5
2025-02-07,Friday,True,2025-02-07 09:00:00-05:00,1H,True,21857.0
2025-02-10,Monday,False,,,False,21685.0
2025-02-11,Tuesday,True,2025-02-11 09:00:00-05:00,1H,True,21784.25
2025-02-12,Wednesday,True,2025-02-12 10:00:00-05:00,1H,True,21782.75
2025-02-13,Thursday,True,2025-02-13 09:00:00-05:00,1H,True,21906.75
2025-02-14,Friday,True,2025-02-14 09:00:00-05:00,1H,True,22142.25
2025-02-17,Monday,False,,,False,22276.0
2025-02-18,Tuesday,True,2025-02-18 09:00:00-05:00,1H,False,22268.5
2025-02-19,Wednesday,False,,,False,22267.75
2025-02-20,Thursday,True,2025-02-20 09:00:00-05:00,1H,False,22176.5
2025-02-21,Friday,True,2025-02-21 09:00:00-05:00,1H,False,22124.25
2025-02-24,Monday,True,2025-02-24 09:00:00-05:00,1H,False,21776.0
2025-02-25,Tuesday,False,,,False,21424.25
2025-02-26,Wednesday,True,2025-02-26 09:00:00-05:00,1H,False,21252.25
2025-02-27,Thursday,True,2025-02-27 09:00:00-05:00,1H,False,21171.25
2025-02-28,Friday,True,2025-02-28 09:00:00-05:00,1H,True,20616.75
2025-03-03,Monday,True,2025-03-03 09:00:00-05:00,1H,True,20951.5
2025-03-04,Tuesday,False,,,False,20530.25
2025-03-05,Wednesday,True,2025-03-05 12:00:00-05:00,1H,False,20537.75
2025-03-06,Thursday,False,,,False,20637.5
2025-03-07,Friday,True,2025-03-07 09:00:00-05:00,1H,False,20184.25
2025-03-10,Monday,False,,,False,20125.75
2025-03-11,Tuesday,True,2025-03-11 09:00:00-04:00,1H,True,19434.75
2025-03-12,Wednesday,True,2025-03-12 11:00:00-04:00,1H,False,19451.25
2025-03-13,Thursday,True,2025-03-13 09:00:00-04:00,1H,True,19518.5
2025-03-14,Friday,True,2025-03-14 09:00:00-04:00,1H,True,19449.0
2025-03-17,Monday,False,,,False,19584.5
2025-03-18,Tuesday,False,,,False,19940.25
2025-03-19,Wednesday,True,2025-03-19 09:00:00-04:00,1H,False,19762.75
2025-03-20,Thursday,True,2025-03-20 10:00:00-04:00,1H,False,20083.5
2025-03-21,Friday,True,2025-03-21 12:00:00-04:00,1H,False,19874.0
2025-03-24,Monday,False,,,False,20104.0
2025-03-25,Tuesday,False,,,False,20338.75
2025-03-26,Wednesday,True,2025-03-26 09:00:00-04:00,1H,False,20479.75
2025-03-27,Thursday,True,2025-03-27 10:00:00-04:00,1H,True,20134.5
2025-03-28,Friday,False,,,False,19988.75
2025-03-31,Monday,True,2025-03-31 09:00:00-04:00,1H,True,19199.75
2025-04-01,Tuesday,True,2025-04-01 09:00:00-04:00,1H,True,19360.5
2025-04-02,Wednesday,True,2025-04-02 09:00:00-04:00,1H,True,19567.75
2025-04-03,Thursday,False,,,False,19105.0
2025-04-04,Friday,False,,,False,18561.25
2025-04-07,Monday,True,2025-04-07 09:00:00-04:00,1H,False,16809.25
2025-04-08,Tuesday,True,2025-04-08 12:00:00-04:00,1H,False,17773.0
2025-04-09,Wednesday,False,,,False,16930.25
2025-04-10,Thursday,False,,,False,19014.5
2025-04-11,Friday,True,2025-04-11 09:00:00-04:00,1H,True,18479.25
2025-04-14,Monday,True,2025-04-14 09:00:00-04:00,1H,True,19058.5
2025-04-15,Tuesday,True,2025-04-15 10:00:00-04:00,1H,False,18915.25
2025-04-16,Wednesday,True,2025-04-16 09:00:00-04:00,1H,True,18673.5
2025-04-17,Thursday,True,2025-04-17 09:00:00-04:00,1H,False,18534.25
2025-04-21,Monday,False,,,False,18221.0
2025-04-22,Tuesday,False,,,False,17981.0
2025-04-23,Wednesday,False,,,False,18702.75
2025-04-24,Thursday,False,,,False,18756.75
2025-04-25,Friday,True,2025-04-25 12:00:00-04:00,1H,False,19447.0
2025-04-28,Monday,True,2025-04-28 11:00:00-04:00,1H,False,19403.25
2025-04-29,Tuesday,True,2025-04-29 10:00:00-04:00,1H,True,19574.0
2025-04-30,Wednesday,False,,,False,19522.75
2025-05-01,Thursday,True,2025-05-01 09:00:00-04:00,1H,True,19958.25
2025-05-02,Friday,False,,,False,19978.25
2025-05-05,Monday,True,2025-05-05 09:00:00-04:00,1H,True,20056.5
2025-05-06,Tuesday,True,2025-05-06 12:00:00-04:00,1H,False,19987.25
2025-05-07,Wednesday,False,,,False,20002.0
2025-05-08,Thursday,True,2025-05-08 09:00:00-04:00,1H,True,20164.75
2025-05-09,Friday,True,2025-05-09 10:00:00-04:00,1H,False,20185.5
